violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Dirt Company, ,8601414  ,000390299,7/2/2015,10/8/2015 ,104(a),8/25/2015,C,Y,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,108.00,Closed,108.00 ,108.00 
Dirt Company, ,8601402  ,000357404,6/17/2014,9/3/2014 ,104(a),6/17/2014,C,N,56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,8601224  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,N,56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,8601226  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,Y,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,108.00,Closed,108.00 ,108.00 
Dirt Company, ,8601225  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,Y,56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,108.00,Closed,108.00 ,108.00 
Dirt Company, ,8601222  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,Y,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,108.00,Closed,108.00 ,108.00 
Dirt Company, ,8601223  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,Y,56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,243.00,Closed,243.00 ,243.00 
Dirt Company, ,8601228  ,000293537,5/31/2012,8/9/2012 ,104(a),5/31/2012,C,Y,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,807.00,Closed,807.00 ,807.00 
Dirt Company, ,8601037  ,000270890,9/8/2011,12/7/2011 ,104(a),9/8/2011,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,8601038  ,000270890,9/8/2011,12/7/2011 ,104(a),9/8/2011,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,6478923  ,000207313,11/20/2009,2/6/2010 ,104(a),11/20/2009,C,N,56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,6478924  ,000207313,11/20/2009,2/6/2010 ,104(a),11/20/2009,C,N,41.12,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,6444512  ,000198763,8/24/2009,10/30/2010 ,104(a),9/21/2009,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,100.00,Closed,100.00 ,100.00 
Dirt Company, ,6358301  ,000041449,8/11/2004,12/23/2004 ,104(a),8/26/2004,C,Y,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,99.00,Closed,99.00 ,99.00 
Dirt Company, ,6358300  ,000041449,8/11/2004,12/23/2004 ,104(a),8/15/2004,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,60.00,Closed,60.00 ,60.00 
Dirt Company, ,6358298  ,000041449,8/11/2004,12/23/2004 ,104(a),8/15/2004,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,60.00,Closed,60.00 ,60.00 
Dirt Company, ,6358296  ,000041449,8/11/2004,12/23/2004 ,104(a),8/12/2004,C,Y,56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,124.00,Closed,124.00 ,124.00 
Dirt Company, ,6358299  ,000041449,8/11/2004,12/23/2004 ,104(a),8/15/2004,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,60.00,Closed,60.00 ,60.00 
Dirt Company, ,6358295  ,000041449,8/11/2004,12/23/2004 ,104(a),8/26/2004,C,Y,56.14130(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,124.00,Closed,124.00 ,124.00 
Dirt Company, ,6358302  ,000046666,8/11/2004,2/24/2005 ,104(g)(1),8/26/2004,O,Y,46.8(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,101.00,Closed,101.00 ,101.00 
Dirt Company, ,6358297  ,000041449,8/11/2004,12/23/2004 ,104(a),8/12/2004,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,60.00,Closed,60.00 ,60.00 
