violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Dirt Con, ,8570056  ,000220499,4/14/2010,6/25/2010 ,104(a),4/14/2010,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Dirt Con, ,8570059  ,000220499,4/14/2010,6/25/2010 ,104(a),4/15/2010,C,N,56.14132(b)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Dirt Con, ,8570061  ,000220499,4/14/2010,6/25/2010 ,104(a),4/15/2010,C,N,56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Dirt Con, ,8570054  , ,4/14/2010,107(a),4/14/2010,O,N/A, ,Non-Assessable,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf, , , , 
Sunshine Reclamation Inc., ,6533980  ,000196181,7/9/2009,10/15/2009 ,104(a),7/21/2009,C,N,56.12047,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6533979  ,000196181,7/9/2009,10/15/2009 ,104(a),7/9/2009,C,N,56.18002(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,176.00,Closed,176.00 ,176.00 
Dirt Con, ,6533973  ,000194979,7/8/2009,9/27/2009 ,104(a),7/9/2009,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6533975  ,000196181,7/8/2009,10/15/2009 ,104(a),7/9/2009,C,N,56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,176.00,Closed,176.00 ,176.00 
Sunshine Reclamation Inc., ,6533978  ,000196181,7/8/2009,10/15/2009 ,104(a),7/8/2009,C,N,56.14105,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,176.00,Closed,176.00 ,176.00 
Sunshine Reclamation Inc., ,6533977  ,000196181,7/8/2009,10/15/2009 ,104(a),7/9/2009,C,N,47.41(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6533974  ,000196181,7/8/2009,10/15/2009 ,104(a),7/9/2009,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,176.00,Closed,176.00 ,176.00 
Sunshine Reclamation Inc., ,6533976  ,000196181,7/8/2009,10/15/2009 ,104(a),7/9/2009,C,N,56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Dirt Con, ,6533972  ,000194979,7/8/2009,9/27/2009 ,104(a),7/9/2009,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Dirt Con, ,6533971  ,000194979,7/7/2009,9/27/2009 ,104(a),7/8/2009,C,N,56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6064664  ,000178766,1/13/2009,4/17/2009 ,104(a),1/14/2009,C,N,56.14109(b)(1),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6064665  ,000178766,1/13/2009,4/17/2009 ,104(a),1/14/2009,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6064666  ,000178766,1/13/2009,4/17/2009 ,104(a),1/14/2009,C,N,56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6064667  ,000178766,1/13/2009,4/17/2009 ,104(a),1/26/2009,C,Y,56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,873.00,Closed,873.00 ,873.00 
Sunshine Reclamation Inc., ,6064663  ,000178766,1/13/2009,4/17/2009 ,104(a),1/14/2009,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6058764  ,000156152,5/19/2008,8/15/2008 ,104(a),5/19/2008,C,N,56.14132(b)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6058761  ,000156152,5/5/2008,8/15/2008 ,104(a),5/19/2008,C,N,56.12008,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6058760  ,000156152,5/5/2008,8/15/2008 ,104(a),5/6/2008,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6049113  ,000124206,6/20/2007,9/21/2007 ,104(a),6/20/2007,C,N,56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Sunshine Reclamation Inc., ,6043519  ,000104825,10/17/2006,1/19/2007 ,104(a),10/17/2006,C,N,56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6038636  ,000092636,5/25/2006,12/21/2006 ,104(a),5/30/2006,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6036220  ,000079544,1/10/2006,4/15/2006 ,104(a),1/10/2006,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6036218  ,000079544,1/9/2006,4/15/2006 ,104(a),1/9/2006,C,Y,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,114.00,Closed,114.00 ,114.00 
Sunshine Reclamation Inc., ,6036219  ,000079544,1/9/2006,4/15/2006 ,104(a),1/9/2006,C,Y,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,114.00,Closed,114.00 ,114.00 
Sunshine Reclamation Inc., ,6028807  ,000058657,4/26/2005,7/17/2005 ,104(a),4/26/2005,C,Y,56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,84.00,Closed,84.00 ,84.00 
Sunshine Reclamation Inc., ,6028806  ,000058657,4/26/2005,7/17/2005 ,104(a),4/26/2005,C,Y,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,84.00,Closed,84.00 ,84.00 
Sunshine Reclamation Inc., ,6012182  ,000058657,2/16/2005,7/17/2005 ,104(a),4/26/2005,C,N,56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6014701  ,000036755,7/21/2004,10/17/2004 ,104(a),7/21/2004,C,N,56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6014702  ,000036755,7/21/2004,10/17/2004 ,104(a),7/21/2004,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6014700  ,000036755,7/21/2004,10/17/2004 ,104(a),8/2/2004,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6005701  ,000014673,6/19/2003,1/22/2004 ,104(a),10/20/2003,C,N,62.130(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6005699  ,000014673,6/18/2003,1/22/2004 ,104(a),7/9/2003,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Sunshine Reclamation Inc., ,6005654  ,460825405513,3/13/2003,7/27/2003 ,104(a),4/8/2003,C,Y,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,184.00,Closed,184.00 ,184.00 
Sunshine Reclamation Inc., ,6005653  ,460825405513,3/13/2003,7/27/2003 ,104(a),4/8/2003,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,6003010  ,460825405511,8/28/2002,5/20/2003 ,104(a),8/29/2002,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,6003007  ,460825405511,8/28/2002,5/20/2003 ,104(a),9/3/2002,C,Y,56.3131,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,184.00,Closed,160.00 ,160.00 
Sunshine Reclamation Inc., ,6003008  ,460825405511,8/28/2002,5/20/2003 ,104(a),9/3/2002,C,Y,56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,76.00,Closed,67.00 ,67.00 
Sunshine Reclamation Inc., ,6003011  ,460825405512,8/28/2002,6/5/2003 ,104(d)(1),8/28/2002,O,N,56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,200.00,Closed,200.00 ,200.00 
Sunshine Reclamation Inc., ,6003006  ,460825405512,8/28/2002,6/5/2003 ,104(d)(1),9/6/2002,C,Y,56.3130,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,400.00,Closed,400.00 ,400.00 
Sunshine Reclamation Inc., ,6003009  ,460825405511,8/28/2002,5/20/2003 ,104(a),8/29/2002,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7743077  ,460825405510,9/26/2001,3/23/2002 ,104(a),9/27/2001,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728534  ,460825405509,8/22/2000,12/29/2000 ,104(a),8/31/2000,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728535  ,460825405509,8/22/2000,12/29/2000 ,104(a),8/31/2000,C,Y,56.3200,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,150.00,Closed,150.00 ,150.00 
Sunshine Reclamation Inc., ,7728437  ,460825405506,10/12/1999,3/2/2000 ,104(a),10/13/1999,C,N,56.12008,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728436  ,460825405508,10/12/1999,5/14/2000 ,104(a),10/13/1999,C,Y,56.12025,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,104.00,Closed,104.00 ,104.00 
Sunshine Reclamation Inc., ,7728431  ,460825405506,10/6/1999,3/2/2000 ,104(a),10/6/1999,C,N,56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728430  ,460825405506,10/6/1999,3/2/2000 ,104(a),10/7/1999,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728432  ,460825405507,10/6/1999,4/13/2000 ,104(a),11/26/1999,C,N,56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7728433  ,460825405506,10/6/1999,3/2/2000 ,104(a),10/6/1999,C,Y,56.12025,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,150.00,Closed,150.00 ,150.00 
Sunshine Reclamation Inc., ,7728435  ,460825405506,10/6/1999,3/2/2000 ,104(a),10/7/1999,C,Y,56.12005,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,150.00,Closed,150.00 ,150.00 
Sunshine Reclamation Inc., ,7728434  ,460825405506,10/6/1999,3/2/2000 ,104(a),10/6/1999,C,N,56.12008,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7715665  ,460825405505,11/18/1998,5/23/1999 ,104(a),1/11/1999,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,55.00,Closed,55.00 ,55.00 
Sunshine Reclamation Inc., ,7715667  ,460825405504,11/18/1998,3/28/1999 ,104(a),11/18/1998,C,Y,56.12025,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,76.00,Closed,76.00 ,76.00 
Sunshine Reclamation Inc., ,7715666  ,460825405504,11/18/1998,3/28/1999 ,104(a),11/24/1998,C,Y,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,90.00,Closed,90.00 ,90.00 
R & J Contracting, ,4439826  ,460825405501WGP,9/28/1995,5/4/1996 ,104(a),10/13/1995,C,N,56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,50.00,Closed,50.00 ,0.00 
