violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
"Holley Dirt Company, Inc", ,8729317  ,000334543,9/10/2013,104(a),9/10/2013,C,N,56.18002(b),100.00, , , , , 
"Holley Dirt Company, Inc", ,8729316  ,000334543,9/10/2013,104(a),9/10/2013,C,Y,56.9300(a),117.00, , , , , 
"Holley Dirt Company, Inc", ,8723395  ,000315004,1/8/2013,4/4/2013 ,104(a),1/10/2013,C,N,56.14107(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8723396  ,000315004,1/8/2013,4/4/2013 ,104(a),1/10/2013,C,Y,56.11003, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8638087  ,000296474,5/22/2012,9/5/2012 ,104(a),5/23/2012,C,N,56.9100(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8638086  ,000293592,5/22/2012,8/11/2012 ,104(a),6/5/2012,C,N,56.14132(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8638085  ,000293592,5/21/2012,8/11/2012 ,104(a),6/5/2012,C,Y,56.14100(b), ,807.00,Closed,807.00 ,807.00 
"Holley Dirt Company, Inc", ,8637959  ,000273703,10/5/2011,1/4/2012 ,104(a),10/7/2011,C,N,46.9(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8630131  ,000256650,4/13/2011,7/6/2011 ,104(a),4/14/2011,C,N,56.12032, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547870  ,000230512,7/15/2010,10/9/2010 ,104(a),8/3/2010,C,N,56.12028, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547867  ,000230512,7/15/2010,10/9/2010 ,104(a),8/3/2010,C,N,56.18010, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547868  ,000230512,7/15/2010,10/9/2010 ,104(a),7/15/2010,C,N,46.9(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547865  ,000230512,7/14/2010,10/9/2010 ,104(a),7/15/2010,C,N,56.4402, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547866  ,000230512,7/14/2010,10/9/2010 ,104(a),7/15/2010,C,Y,56.9300(a), ,243.00,Closed,243.00 ,243.00 
"Holley Dirt Company, Inc", ,8547862  ,000230512,7/14/2010,10/9/2010 ,104(a),7/15/2010,C,N,56.15020, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8547863  ,000230512,7/14/2010,10/9/2010 ,104(a),7/15/2010,C,N,56.14107(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8544318  ,000218132,3/19/2010,6/4/2010 ,104(a),3/19/2010,C,N,56.14132(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,8544317  ,000218132,3/19/2010,6/4/2010 ,104(a),3/19/2010,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7751780  ,000158499,6/19/2008,9/5/2008 ,104(d)(1),6/20/2008,C,Y,56.3131, ,"2,000.00",Closed,"2,000.00 ","2,000.00 "
"Holley Dirt Company, Inc", ,7751779  ,000158499,6/19/2008,9/5/2008 ,104(a),7/8/2008,C,N,56.14103(a), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7780186  ,000141737,1/8/2008,4/2/2008 ,104(a),1/10/2008,C,N,56.14112(b), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7780184  ,000141737,1/8/2008,4/2/2008 ,104(a),1/9/2008,C,N,56.12008, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7780185  ,000141737,1/8/2008,4/2/2008 ,104(a),1/9/2008,C,N,56.14112(b), ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7780187  ,000141737,1/8/2008,4/2/2008 ,104(a),1/9/2008,C,N,56.12018, ,100.00,Closed,100.00 ,100.00 
"Holley Dirt Company, Inc", ,7765211  ,000109664,11/29/2006,3/17/2007 ,104(a),11/30/2006,C,N,56.12006, ,350.00,Closed,350.00 ,350.00 
"Holley Dirt Company, Inc", ,6110212  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,56.16006, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6110216  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,47.41(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6110211  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,56.12025, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6110215  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,56.4101, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6110213  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,56.14100(b), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6110214  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,Y,56.12013(b), ,614.00,Closed,614.00 ,614.00 
"Holley Dirt Company, Inc", ,6110217  ,000089619,4/5/2006,7/15/2006 ,104(a),4/5/2006,C,N,56.12004, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6088757  ,000063118,6/21/2005,9/17/2005 ,104(a),7/11/2005,C,N,50.30, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6094157  ,000058196,3/15/2005,7/17/2005 ,104(a),3/16/2005,C,N,56.4102, ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6094159  ,000058196,3/15/2005,7/17/2005 ,104(a),3/17/2005,C,N,56.20003(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6094156  ,000058196,3/15/2005,7/17/2005 ,104(a),3/15/2005,C,N,56.4200(a)(1), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6094158  ,000058196,3/15/2005,7/17/2005 ,104(a),3/17/2005,C,N,56.14132(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6093407  ,000041636,8/17/2004,12/12/2004 ,104(a),8/18/2004,C,Y,56.12016, ,268.00,Closed,268.00 ,268.00 
"Holley Dirt Company, Inc", ,6093408  ,000041636,8/17/2004,12/12/2004 ,104(a),8/18/2004,C,N,56.14132(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6093409  ,000041636,8/17/2004,12/12/2004 ,104(a),8/18/2004,C,N,46.9(c)(2)(i), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6092153  ,080130605503,5/6/2003,7/25/2003 ,104(a),5/6/2003,C,Y,56.14103(c)(1), ,106.00,Closed,106.00 ,106.00 
"Holley Dirt Company, Inc", ,6092154  ,080130605503,5/6/2003,7/25/2003 ,104(a),5/6/2003,C,N,56.20003(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,6092151  ,080130605503,5/6/2003,7/25/2003 ,104(a),5/6/2003,C,Y,56.4402, ,133.00,Closed,133.00 ,133.00 
"Holley Dirt Company, Inc", ,6092152  ,080130605503,5/6/2003,7/25/2003 ,104(a),5/6/2003,C,N,56.9300(a), ,60.00,Closed,60.00 ,60.00 
"Holley Dirt Company, Inc", ,7763976  ,080130605502,11/13/2002,1/14/2003 ,104(a),11/14/2002,C,Y,56.14100(b), ,104.00,Closed,104.00 ,104.00 
"Holley Dirt Company, Inc", ,7763975  ,080130605502,11/13/2002,1/14/2003 ,104(a),11/13/2002,C,N,56.20003(a), ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7763979  ,080130605502,11/13/2002,1/14/2003 ,104(a),11/13/2002,C,N,56.16006, ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7763977  ,080130605502,11/13/2002,1/14/2003 ,104(a),11/13/2002,C,Y,56.14132(b)(1)(i), ,104.00,Closed,104.00 ,104.00 
"Holley Dirt Company, Inc", ,7763978  ,080130605502,11/13/2002,1/14/2003 ,104(a),11/13/2002,C,N,56.4230(a)(1), ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764984  ,080130605501,6/11/2002,10/18/2002 ,104(a),7/29/2002,C,N,62.130(a), ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764905  ,080130605501,11/6/2001,10/18/2002 ,104(a),11/6/2001,C,N,56.1000, ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764907  ,080130605501,11/6/2001,10/18/2002 ,104(a),11/6/2001,C,Y,56.14130(g), ,113.00,Closed,113.00 ,113.00 
"Holley Dirt Company, Inc", ,7764903  ,080130605501,11/6/2001,10/18/2002 ,104(a),1/9/2002,C,N,56.18010, ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764906  ,080130605501,11/6/2001,10/18/2002 ,107(a),3/20/2002,O,N/A, , , , , , 
"Holley Dirt Company, Inc", ,7764902  ,080130605501,11/6/2001,10/18/2002 ,104(a),1/9/2002,C,N,56.12004, ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764901  ,080130605501,11/6/2001,10/18/2002 ,104(a),1/9/2002,C,N,56.14107(a), ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764904  ,080130605501,11/6/2001,10/18/2002 ,104(a),1/9/2002,C,N,56.12028, ,55.00,Closed,55.00 ,55.00 
"Holley Dirt Company, Inc", ,7764908  ,080130605501,11/6/2001,10/18/2002 ,104(a),1/9/2002,C,Y,56.12013, ,113.00,Closed,113.00 ,113.00 
